Source,Target,Type
Westlands2022,@citizentvkenya,Mention
SHINYALU_Online,@railaodinga,Mention
SHINYALU_Online,@citizentvkenya,Mention
peter_amunga,@williamsruto,Mention
peter_amunga,@railaodinga,Mention
peter_amunga,@citizentvkenya,Mention
Charlie_Popeye,@oleitumbi,Mention
ramseydemarco,@honmoses_kuria,Mention
ramseydemarco,@kwamatangi,Mention
ramseydemarco,@honkabogo,Mention
Vandrose1,@cynthiakimanyi1,Mention
ngaruman,@standardkenya,Mention
samie_luizy,@cubesandcontainers,Mention
kiddoGAMMZ,@standardkenya,Mention
patrick57717472,@essyokenyuri,Mention
MukhebiDen,@makaumutua,Mention
kirweco14,@railaodinga,Mention
kirweco14,@citizentvkenya,Mention
MWALIMU_AMUNGA,@railaodinga,Mention
MWALIMU_AMUNGA,@citizentvkenya,Mention
bkomun,@bkomun,Mention
dkoech79,@oleitumbi,Mention
IkoKaziKE_Bot,@jose_ochyberry,Mention
IkoKaziKE_Bot,@lu_qme,Mention
IkoKaziKE_Bot,@bcherich,Mention
PresenterBarac1,@williamsruto,Mention
PresenterBarac1,@railaodinga,Mention
PresenterBarac1,@citizentvkenya,Mention
PresenterBarac1,@nationafrica,Mention
PresenterBarac1,@dci_kenya,Mention
PresenterBarac1,@oleitumbi,Mention
BmarshallCGTN,@wehliyemohamed,Mention
BmarshallCGTN,@ahmednasirlaw,Mention
excellencytorsh,@muriithironny,Mention
eric_opanda,@muriithironny,Mention
alliontoyota,@muriithironny,Mention
KuluoJosephine,@oleitumbi,Mention
khoimosh,@tidmaster,Mention
dannymwamba,@ababunamwamba,Mention
rutto_daniel,@oleitumbi,Mention
emmanuel_cheret,@essyokenyuri,Mention
AlexMugendi11,@marthakarua,Mention
MpenziMe,@vote_hopeke,Mention
VincentMobe,@vincentmobe,Mention
VincentMobe,@miltonojwang79,Mention
VincentMobe,@beaty_ottawa,Mention
Qahiu_Githutha,@marthakarua,Mention
WomenRuto,@isaackmutai9,Mention
WomenRuto,@womenruto,Mention
ItsMartinChege,@williamsruto,Mention
DennisKallage,@oleitumbi,Mention
res_judicata3,@oleitumbi,Mention
Bettsaisi1,@oleitumbi,Mention
UDAPartyKe,@honadenduale,Mention
kelvin_mwebia,@essyokenyuri,Mention
vinskart,@vote_hopeke,Mention
MaimunaSaid7,@essyokenyuri,Mention
Edwardkertz,@oleitumbi,Mention
_jmcaleb,@oleitumbi,Mention
NeddoTatayo,@oleitumbi,Mention
FaithfulnessJSA,@essyokenyuri,Mention
DrWanyeeSK,@marthakarua,Mention
HonBob4MPBUTULA,@williamsruto,Mention
HonBob4MPBUTULA,@railaodinga,Mention
HonBob4MPBUTULA,@citizentvkenya,Mention
MainaKimondo1,@shikoessie2,Mention
Dynasty045,@essyokenyuri,Mention
kimarumainah,@socrazy_254,Mention
kimarumainah,@udakenya,Mention
NgeiywoMartin,@oleitumbi,Mention
kimarumainah,@joe_munene1,Mention
F_M_Networks,@f_m_networks,Mention
juliusngugi360,@essyokenyuri,Mention
juliusngugi360,@williamsruto,Mention
allenvitalic,@iankebenei,Mention
MainaKimondo1,@marthakarua,Mention
MainaKimondo1,@railaodinga,Mention
kimarumainah,@muriithironny,Mention
tellyrence,@essyokenyuri,Mention
aboud_akasha,@marthakarua,Mention
kimarumainah,@essyokenyuri,Mention
kimarumainah,@williamsmkenya,Mention
kimarumainah,@udapartyke,Mention
azimio022,@marthakarua,Mention
azimio022,@railaodinga,Mention
Jessesaruni,@jessesaruni,Mention
Jessesaruni,@skmusyoka,Mention
Jessesaruni,@williamsruto,Mention
Jessesaruni,@rigathi,Mention
Jessesaruni,@mtetezi_ke,Mention
Jessesaruni,@nickruto_,Mention
Jessesaruni,@speakerjbmuturi,Mention
Jessesaruni,@musaliamudavadi,Mention
Jessesaruni,@mosewetangula,Mention
virginHoffice,@virginhoffice,Mention
servant_beth,@marthakarua,Mention
miguelmuguchia,@joe_munene1,Mention
miguelmuguchia,@citizentvkenya,Mention
miguelmuguchia,@williamsmkenya,Mention
miguelmuguchia,@josenzana,Mention
miguelmuguchia,@udapartyke,Mention
miguelmuguchia,@essyokenyuri,Mention
miguelmuguchia,@nationafrica,Mention
miguelmuguchia,@dci_kenya,Mention
lord_ofmischief,@oleitumbi,Mention
SamiaBen05,@williamsruto,Mention
PATRIOTS_254,@udakenya,Mention
MwaurahDrax,@essyokenyuri,Mention
otienojacktone,@kingspaperworks,Mention
otienojacktone,@gadgetworld254,Mention
kimarusammy8,@hongachagua_,Mention
JonathanNickson,@williamsmkenya,Mention
ThomasAyoo,@railaodinga,Mention
ThomasAyoo,@musaliamudavadi,Mention
ThomasAyoo,@mosewetangula,Mention
BramwelI,@dissecthub,Mention
MarenyaJorim,@marthakarua,Mention
NaomiNgatia,@hongachagua_,Mention
ALPHONSEIHAJI,@marthakarua,Mention
SangKelvin01,@marthakarua,Mention
NyaokeMagero,@marthakarua,Mention
FredrickOrowo,@dissecthub,Mention
P_Conundrum,@musaliamudavadi,Mention
azimio022,@bonifacemwangi,Mention
Cynthiakimanyi1,@cynthiakimanyi1,Mention
MosesNgigeKE,@kanuparty_ke,Mention
MosesNgigeKE,@kanucongress,Mention
DesmondTowett,@oleitumbi,Mention
isaac_otwoma254,@marthakarua,Mention
JpBrigade,@marthakarua,Mention
KabueShiela,@williamsruto,Mention
EdwardM83028145,@marthakarua,Mention
Ibrahadolwa,@maishatvke,Mention
MwandishiMburu,@dissecthub,Mention
Mistake15548744,@marthakarua,Mention
wiza_wein,@kithurekindiki_,Mention
_EmmanuelKutosi,@youtube,Mention
wambugumartin_,@oleitumbi,Mention
benardongeri_,@oleitumbi,Mention
KabueShiela,@railaodinga,Mention
KabueShiela,@citizentvkenya,Mention
alliontoyota,@oleitumbi,Mention
AllanAguko,@vincentmobe,Mention
AllanAguko,@miltonojwang79,Mention
AllanAguko,@beaty_ottawa,Mention
Gitaukamaudavie,@nelsonhavi,Mention
luqmane1,@lu_qme,Mention
Hon_kindiki,@oleitumbi,Mention
lord_tillah,@railaodinga,Mention
Dr_kimutal,@oleitumbi,Mention
Ericmwa,@oleitumbi,Mention
MrBiwott,@oleitumbi,Mention
OtengoWelling1,@oleitumbi,Mention
IsaacKorir_kim,@oleitumbi,Mention
Rotichk,@oleitumbi,Mention
sue_perlita,@oleitumbi,Mention
labattlabatt,@oleitumbi,Mention
EzekielNgetich7,@essyokenyuri,Mention
FreeHugzK,@williamsmkenya,Mention
iancurlie,@essyokenyuri,Mention
CPAMutua,@evans_miloo,Mention
DesmondTowett,@essyokenyuri,Mention
CatherineGN_,@shikoessie2,Mention
MuiruriSamwel,@leemakwiny,Mention
JrChelimo,@kiongozigk,Mention
ChrisantasYash,@iconske,Mention
njarifj,@essyokenyuri,Mention
JuliusArungu,@essyokenyuri,Mention
nikjaki,@essyokenyuri,Mention
KipKalyaNoah,@womenruto,Mention
KipKalyaNoah,@gichagamwangi,Mention
mi_jupiter,@hon_rigathi,Mention
KipKalyaNoah,@hon_rigathi,Mention
KipKalyaNoah,@essyokenyuri,Mention
mi_jupiter,@gichagamwangi,Mention
foot_solder,@wetangulam,Mention
foot_solder,@musaliamudavadi,Mention
mi_jupiter,@williamsruto,Mention
mi_jupiter,@essyokenyuri,Mention
Justkenyan1,@marthakarua,Mention
Justkenyan1,@honkangata,Mention
NoelRotich,@essyokenyuri,Mention
jackmwaniki1,@essyokenyuri,Mention
sonysonyia,@sonkonews,Mention
SonkoNews,@sonkonews,Mention
Logmary_nuggets,@pauline,Mention
Turk_Voices,@jerrymarita,Mention
lil_tpsy,@jerrymarita,Mention
sonysonyia,@jerrymarita,Mention
Kiprotuchrop,@essyokenyuri,Mention
Mwaistanley2,@essyokenyuri,Mention
sonysonyia,@paulinenjau5,Mention
KalosSays,@williamsruto,Mention
KalosSays,@railaodinga,Mention
KalosSays,@citizentvkenya,Mention
bonniekariuki,@nationafrica,Mention
bonniekariuki,@williamsruto,Mention
bonniekariuki,@railaodinga,Mention
bonniekariuki,@dci_kenya,Mention
bonniekariuki,@oleitumbi,Mention
bonniekariuki,@citizentvkenya,Mention
bonniekariuki,@ntvkenya,Mention
santanaAudrey4,@williamsruto,Mention
TrueCityzen1,@essyokenyuri,Mention
hustler_no_2,@gichagamwangi,Mention
Ambrose09238829,@essyokenyuri,Mention
MkulimaMoja1,@,Mention
Alvinmwa1,@williamsruto,Mention
Alvinmwa1,@essyokenyuri,Mention
EmmanuelSananka,@honkangata,Mention
EmmanuelSananka,@honjamleckkamau,Mention
EmmanuelSananka,@railaodinga,Mention
georgeoketch12,@oleitumbi,Mention
georgeoketch12,@citizentvkenya,Mention
georgeoketch12,@ntvkenya,Mention
KibisuAllan,@essyokenyuri,Mention
SheilaSifuma,@oleitumbi,Mention
SheilaSifuma,@williamsruto,Mention
SheilaSifuma,@zacbabel,Mention
mainabrand,@essyokenyuri,Mention
alliontoyota,@essyokenyuri,Mention
Elijahwangari42,@marthakarua,Mention
DavidKamau001,@shikoessie2,Mention
its_japh,@williamsruto,Mention
Ndei_Ndei,@f_m_networks,Mention
ChrispusMogwas,@railaodinga,Mention
ChrispusMogwas,@marthakarua,Mention
EmmathequeenB,@crystalbeautypl,Mention
Ndei_Ndei,@virginhoffice,Mention
EmmathequeenB,@virginhoffice,Mention
lil_tpsy,@f_m_networks,Mention
IsManue_,@virginhoffice,Mention
la_greatke,@virginhoffice,Mention
IsManue_,@crystalbeautypl,Mention
Josephgichuhi17,@crystalbeautypl,Mention
_idaIinya,@virginhoffice,Mention
Josephgichuhi17,@virginhoffice,Mention
TabithaBrendah,@virginhoffice,Mention
TabithaBrendah,@crystalbeautypl,Mention
Joseochyberry,@jose_ochyberry,Mention
lamar__eric,@virginhoffice,Mention
empiremike__,@virginhoffice,Mention
Rpst020,@crystalbeautypl,Mention
lenny_mwandiki,@williamsruto,Mention
_idaIinya,@crystalbeautypl,Mention
Bellah_Christah,@crystalbeautypl,Mention
TonnyKamwai,@williamsruto,Mention
lil_tpsy,@virginhoffice,Mention
spaqqz,@virginhoffice,Mention
Its_____Anne,@virginhoffice,Mention
IamBeste1_,@virginhoffice,Mention
lil_tpsy,@crystalbeautypl,Mention
Mammito12,@crystalbeautypl,Mention
IkoKaziKE_Bot,@700k,Mention
IamBeste1_,@crystalbeautypl,Mention
empiremike__,@crystalbeautypl,Mention
la_greatke,@crystalbeautypl,Mention
JudithJepkoech8,@williamsruto,Mention
JudithJepkoech8,@railaodinga,Mention
JudithJepkoech8,@citizentvkenya,Mention
MairuraRatemo,@williamsruto,Mention
maggie82122213,@williamsruto,Mention
Bnangitiyo,@williamsruto,Mention
DanBarrister,@railaodinga,Mention
DanBarrister,@marthakarua,Mention
mp_philo,@railaodinga,Mention
mp_philo,@citizentvkenya,Mention
JuliusMutiso14,@williamsruto,Mention
JuliusMutiso14,@railaodinga,Mention
JuliusMutiso14,@citizentvkenya,Mention
BobKoech3,@williamsruto,Mention
BobKoech3,@railaodinga,Mention
BobKoech3,@citizentvkenya,Mention
ALPHONSEIHAJI,@railaodinga,Mention
JpBrigade,@railaodinga,Mention
hesbonmogire11,@nationafrica,Mention
hesbonmogire11,@williamsruto,Mention
hesbonmogire11,@railaodinga,Mention
hesbonmogire11,@dci_kenya,Mention
lamar__eric,@f_m_networks,Mention
Ken__bliss,@williamsruto,Mention
Ken__bliss,@railaodinga,Mention
Ken__bliss,@citizentvkenya,Mention
Turk_Voices,@f_m_networks,Mention
leftie_1,@f_m_networks,Mention
EmmathequeenB,@f_m_networks,Mention
f3cci,@f_m_networks,Mention
Kenbrianbosco,@nationafrica,Mention
Kenbrianbosco,@williamsruto,Mention
Kenbrianbosco,@railaodinga,Mention
Kenbrianbosco,@dci_kenya,Mention
bradleyalusa,@williamsruto,Mention
bradleyalusa,@railaodinga,Mention
bradleyalusa,@citizentvkenya,Mention
EvanoLegend1,@williamsruto,Mention
EvanoLegend1,@railaodinga,Mention
EvanoLegend1,@citizentvkenya,Mention
Sousey_,@f_m_networks,Mention
BLUstarisme,@f_m_networks,Mention
opijah,@williamsruto,Mention
opijah,@railaodinga,Mention
opijah,@citizentvkenya,Mention
Wangari_Gakuo,@williamsruto,Mention
adipojr51,@f_m_networks,Mention
msobrown22,@f_m_networks,Mention
Afraha_icon,@f_m_networks,Mention
EngMatheka,@shikoessie2,Mention
johnikahu,@f_m_networks,Mention
TabithaBrendah,@f_m_networks,Mention
pato_jush,@f_m_networks,Mention
allanomondi391,@f_m_networks,Mention
Dinohoe4ke,@f_m_networks,Mention
la_greatke,@f_m_networks,Mention
_jmcaleb,@nationafrica,Mention
_jmcaleb,@railaodinga,Mention
_jmcaleb,@dci_kenya,Mention
tembeakenyaa,@f_m_networks,Mention
its_vibon,@f_m_networks,Mention
LareOloibon,@williamsruto,Mention
yingyang_4eva,@railaodinga,Mention
yingyang_4eva,@marthakarua,Mention
lord_ofmischief,@nationafrica,Mention
lord_ofmischief,@dci_kenya,Mention
ungumwendia,@williamsruto,Mention
EmmathequeenB,@vip_sure_bets,Mention
BivonDuke,@f_m_networks,Mention
NewsAlerts_Ke,@williamsruto,Mention
shoobee111,@f_m_networks,Mention
inbuilt_tibet,@f_m_networks,Mention
itskachunee,@vip_sure_bets,Mention
miteibet,@williamsruto,Mention
TubmanOdoyo,@marthakarua,Mention
HunnidLevi,@williamsruto,Mention
badgirlsbible_0,@marthakarua,Mention
badgirlsbible_0,@railaodinga,Mention
Its_____Anne,@vip_sure_bets,Mention
JogooRangi,@vip_sure_bets,Mention
lil_tpsy,@vip_sure_bets,Mention
Rajini_Nicholas,@vip_sure_bets,Mention
pato_jush,@vip_sure_bets,Mention
DenviQ_Kenya,@vip_sure_bets,Mention
Lord_Olelieza,@vip_sure_bets,Mention
spaqqz,@vip_sure_bets,Mention
stewartdemich,@vip_sure_bets,Mention
inbuilt_tibet,@vip_sure_bets,Mention
SirKoech,@williamsruto,Mention
Tonnie_Kroos,@vip_sure_bets,Mention
Lilcaphy,@vip_sure_bets,Mention
IamBeste1_,@vip_sure_bets,Mention
ghafla_kenya,@vip_sure_bets,Mention
la_greatke,@vip_sure_bets,Mention
_kenwells,@vip_sure_bets,Mention
__marcelo2,@f_m_networks,Mention
labattlabatt,@railaodinga,Mention
labattlabatt,@citizentvkenya,Mention
AmbatiLucy,@williamsruto,Mention
EzraOndara,@youtube,Mention
EzraOndara,@ezraondara,Mention
wambuijohnson,@williamsruto,Mention
wambuijohnson,@railaodinga,Mention
wambuijohnson,@citizentvkenya,Mention
liam_tweep,@vip_sure_bets,Mention
Cde_SBM,@williamsruto,Mention
Cde_SBM,@railaodinga,Mention
Cde_SBM,@citizentvkenya,Mention
GodfearingDude,@nationafrica,Mention
GodfearingDude,@williamsruto,Mention
GodfearingDude,@railaodinga,Mention
GodfearingDude,@dci_kenya,Mention
kibettigit,@nationafrica,Mention
kibettigit,@williamsruto,Mention
kibettigit,@railaodinga,Mention
kibettigit,@dci_kenya,Mention
NoelRotich,@mcshynne_ke,Mention
wangui_ngirci,@marthakarua,Mention
FelipeGambler_,@williamsruto,Mention
MsaTopBlogger,@williamsruto,Mention
Its_Kipsang,@williamsruto,Mention
chirsemwo,@williamsruto,Mention
Baxsan10,@williamsruto,Mention
Baxsan10,@railaodinga,Mention
Baxsan10,@citizentvkenya,Mention
iancurlie,@nationafrica,Mention
iancurlie,@williamsruto,Mention
iancurlie,@railaodinga,Mention
iancurlie,@dci_kenya,Mention
SharonNaserian6,@williamsruto,Mention
SharonNaserian6,@railaodinga,Mention
SharonNaserian6,@citizentvkenya,Mention
Berlin29Ke,@nationafrica,Mention
Berlin29Ke,@williamsruto,Mention
Berlin29Ke,@railaodinga,Mention
Berlin29Ke,@dci_kenya,Mention
TechniquesPowe1,@techniquespowe1for,Mention
JaneSige,@williamsruto,Mention
Fredmoenga1998,@nationafrica,Mention
Fredmoenga1998,@dci_kenya,Mention
PatrickKahonge,@williamsruto,Mention
Paul03238130,@williamsruto,Mention
Harnicho1,@williamsruto,Mention
nderitu_kevyn,@williamsruto,Mention
chepdebby,@williamsruto,Mention
chepdebby,@railaodinga,Mention
chepdebby,@citizentvkenya,Mention
Harnicho1,@railaodinga,Mention
Harnicho1,@citizentvkenya,Mention
ASBELKEMBOI7,@williamsruto,Mention
mutethiafredie,@williamsruto,Mention
Clifford_Lans,@nationafrica,Mention
Clifford_Lans,@dci_kenya,Mention
254_don,@williamsruto,Mention
254_don,@railaodinga,Mention
254_don,@citizentvkenya,Mention
ruttohcarol,@railaodinga,Mention
ruttohcarol,@citizentvkenya,Mention
CeoBen,@nationafrica,Mention
CeoBen,@railaodinga,Mention
CeoBen,@dci_kenya,Mention
JacktonV,@williamsruto,Mention
pato_jush,@williamsruto,Mention
GichuhiwaNjogu,@nationafrica,Mention
GichuhiwaNjogu,@williamsruto,Mention
GichuhiwaNjogu,@railaodinga,Mention
GichuhiwaNjogu,@dci_kenya,Mention
sammy_macharia,@citizentvkenya,Mention
sammy_macharia,@nationafrica,Mention
sammy_macharia,@dci_kenya,Mention
kimathi_gitonga,@nationafrica,Mention
kimathi_gitonga,@williamsruto,Mention
kimathi_gitonga,@railaodinga,Mention
kimathi_gitonga,@dci_kenya,Mention
DaudiPhil,@railaodinga,Mention
DaudiPhil,@marthakarua,Mention
KuluoJosephine,@citizentvkenya,Mention
shaddykym,@nationafrica,Mention
shaddykym,@railaodinga,Mention
shaddykym,@dci_kenya,Mention
Eugene_Ashiundu,@williamsruto,Mention
Eugene_Ashiundu,@railaodinga,Mention
Eugene_Ashiundu,@citizentvkenya,Mention
Ambrosetaracha7,@williamsruto,Mention
NgaoMark,@williamsruto,Mention
DannyGreat9,@williamsruto,Mention
korirkipvin,@williamsruto,Mention
korirkipvin,@railaodinga,Mention
korirkipvin,@citizentvkenya,Mention
Willikims,@williamsruto,Mention
KiturDickson,@williamsruto,Mention
_jmcaleb,@citizentvkenya,Mention
Chesirecornes,@williamsruto,Mention
LareOloibon,@nationafrica,Mention
LareOloibon,@railaodinga,Mention
LareOloibon,@dci_kenya,Mention
towett_larry,@williamsruto,Mention
PigfarmerSamia,@williamsruto,Mention
PigfarmerSamia,@railaodinga,Mention
PigfarmerSamia,@citizentvkenya,Mention
GunnerAfrican,@nationafrica,Mention
GunnerAfrican,@dci_kenya,Mention
SoliteiK,@williamsruto,Mention
Hon_kindiki,@williamsruto,Mention
ki96269449,@nationafrica,Mention
ki96269449,@williamsruto,Mention
ki96269449,@railaodinga,Mention
ki96269449,@dci_kenya,Mention
Renegade_KE,@nationafrica,Mention
Renegade_KE,@williamsruto,Mention
Renegade_KE,@railaodinga,Mention
Renegade_KE,@dci_kenya,Mention
stineyegon,@westsevenn,Mention
kelvinkabu,@nationafrica,Mention
kelvinkabu,@williamsruto,Mention
kelvinkabu,@railaodinga,Mention
kelvinkabu,@dci_kenya,Mention
ki96269449,@citizentvkenya,Mention
Shibalirajacque,@williamsruto,Mention
Felix_Serem,@williamsruto,Mention
_SirEric_,@williamsruto,Mention
MalikSurum,@williamsruto,Mention
MalikSurum,@railaodinga,Mention
MalikSurum,@citizentvkenya,Mention
Chiskop_peetz,@nationafrica,Mention
Chiskop_peetz,@dci_kenya,Mention
vic_tumitumi,@williamsruto,Mention
AaronMutai5,@williamsruto,Mention
Kandie_Nk,@nationafrica,Mention
Kandie_Nk,@williamsruto,Mention
Kandie_Nk,@railaodinga,Mention
Kandie_Nk,@dci_kenya,Mention
AaronMutai5,@nationafrica,Mention
AaronMutai5,@railaodinga,Mention
AaronMutai5,@dci_kenya,Mention
Chiskop_peetz,@citizentvkenya,Mention
Kibet75Bett,@nationafrica,Mention
Kibet75Bett,@railaodinga,Mention
Kibet75Bett,@dci_kenya,Mention
samndirangu10,@williamsruto,Mention
shaddykym,@citizentvkenya,Mention
ischtka,@nationafrica,Mention
ischtka,@williamsruto,Mention
ischtka,@railaodinga,Mention
ischtka,@dci_kenya,Mention
NDUNGU2010,@nationafrica,Mention
NDUNGU2010,@williamsruto,Mention
NDUNGU2010,@railaodinga,Mention
NDUNGU2010,@dci_kenya,Mention
viral_chiku,@nationafrica,Mention
viral_chiku,@williamsruto,Mention
viral_chiku,@railaodinga,Mention
viral_chiku,@dci_kenya,Mention
BonvicKiptoo,@williamsruto,Mention
BonvicKiptoo,@railaodinga,Mention
BonvicKiptoo,@citizentvkenya,Mention
Raphael332074,@williamsruto,Mention
Kibet75Bett,@citizentvkenya,Mention
Nyawira2005,@nationafrica,Mention
Nyawira2005,@railaodinga,Mention
Nyawira2005,@dci_kenya,Mention
dennnnis_king,@williamsruto,Mention
chebii_joan,@williamsruto,Mention
Rwantess,@williamsruto,Mention
Dansan_Eminen,@williamsruto,Mention
ja_nyakach,@williamsruto,Mention
1ElishaKiprop,@williamsruto,Mention
KiongoziGk,@williamsruto,Mention
BwOmoigwa,@williamsruto,Mention
IsaackKibet10,@williamsruto,Mention
servant_beth,@williamsruto,Mention
Bnangitiyo,@railaodinga,Mention
Bnangitiyo,@citizentvkenya,Mention
kiprono_kip,@williamsruto,Mention
7Dennilson,@williamsruto,Mention
7Dennilson,@railaodinga,Mention
7Dennilson,@citizentvkenya,Mention
UsainAlly,@williamsruto,Mention
chris_natuleng,@williamsruto,Mention
chris_natuleng,@railaodinga,Mention
chris_natuleng,@citizentvkenya,Mention
DrSWilliamRuto,@williamsruto,Mention
DrSWilliamRuto,@railaodinga,Mention
DrSWilliamRuto,@citizentvkenya,Mention
DrSWilliamRuto,@nationafrica,Mention
DrSWilliamRuto,@dci_kenya,Mention
sue_perlita,@williamsruto,Mention
Murimi_Mwai01,@williamsruto,Mention
Maxi_7714_,@williamsruto,Mention
kib3tt,@williamsruto,Mention
TheeJackson_,@williamsruto,Mention
Kecheii001,@nationafrica,Mention
Kecheii001,@williamsruto,Mention
Kecheii001,@railaodinga,Mention
Kecheii001,@dci_kenya,Mention
felixronohh,@williamsruto,Mention
KiptooRuto_,@williamsruto,Mention
ErickkChirchir2,@citizentvkenya,Mention
ErickkChirchir2,@nationafrica,Mention
ErickkChirchir2,@dci_kenya,Mention
felixronohh,@nationafrica,Mention
felixronohh,@railaodinga,Mention
felixronohh,@dci_kenya,Mention
nikjaki,@citizentvkenya,Mention
dcijuja,@dcijuja,Mention
dcijuja,@bkhaniri,Mention
Paul03238130,@railaodinga,Mention
Paul03238130,@citizentvkenya,Mention
KiongoziGk,@nationafrica,Mention
KiongoziGk,@railaodinga,Mention
KiongoziGk,@dci_kenya,Mention
chebii_joan,@railaodinga,Mention
chebii_joan,@citizentvkenya,Mention
JaneSige,@joe_munene1,Mention
kimusta,@williamsruto,Mention
kimusta,@railaodinga,Mention
kimusta,@citizentvkenya,Mention
KipKalyaNoah,@nationafrica,Mention
KipKalyaNoah,@railaodinga,Mention
KipKalyaNoah,@dci_kenya,Mention
KipKalyaNoah,@citizentvkenya,Mention
TravisNgich,@citizentvkenya,Mention
kelvinkabu,@citizentvkenya,Mention
selemani_kenya,@williamsruto,Mention
selemani_kenya,@railaodinga,Mention
selemani_kenya,@citizentvkenya,Mention
NeddoTatayo,@nationafrica,Mention
NeddoTatayo,@dci_kenya,Mention
VictorBartoo,@williamsruto,Mention
VictorBartoo,@railaodinga,Mention
VictorBartoo,@citizentvkenya,Mention
servant_beth,@railaodinga,Mention
servant_beth,@citizentvkenya,Mention
TonnyKamwai,@railaodinga,Mention
TonnyKamwai,@citizentvkenya,Mention
NjoguCasto,@williamsruto,Mention
NjoguCasto,@railaodinga,Mention
NjoguCasto,@citizentvkenya,Mention
kelvin_mwebia,@nationafrica,Mention
kelvin_mwebia,@dci_kenya,Mention
BarmasaBarmasa,@nationafrica,Mention
BarmasaBarmasa,@williamsruto,Mention
BarmasaBarmasa,@railaodinga,Mention
BarmasaBarmasa,@dci_kenya,Mention
benardongeri_,@nationafrica,Mention
benardongeri_,@dci_kenya,Mention
tabani_anthony,@nationafrica,Mention
tabani_anthony,@williamsruto,Mention
tabani_anthony,@railaodinga,Mention
tabani_anthony,@dci_kenya,Mention
Its_Georgy,@railaodinga,Mention
Its_Georgy,@citizentvkenya,Mention
nya20sa1,@citizentvkenya,Mention
Nyawira2005,@citizentvkenya,Mention
ItsKibet254,@williamsruto,Mention
ItsKibet254,@railaodinga,Mention
ItsKibet254,@citizentvkenya,Mention
CursorSuppliers,@,Mention
Ntomugania,@nationafrica,Mention
Ntomugania,@williamsruto,Mention
Ntomugania,@railaodinga,Mention
Ntomugania,@dci_kenya,Mention
Jonngc,@westsevenn,Mention
KinyuaMuchoki,@nationafrica,Mention
KinyuaMuchoki,@williamsruto,Mention
KinyuaMuchoki,@railaodinga,Mention
KinyuaMuchoki,@dci_kenya,Mention
BeingCheruu,@williamsruto,Mention
BeingCheruu,@railaodinga,Mention
BeingCheruu,@citizentvkenya,Mention
CypKim,@williamsruto,Mention
CypKim,@railaodinga,Mention
CypKim,@citizentvkenya,Mention
karenmwakio,@williamsruto,Mention
karenmwakio,@railaodinga,Mention
karenmwakio,@citizentvkenya,Mention
jossyKe10,@williamsruto,Mention
jossyKe10,@railaodinga,Mention
jossyKe10,@citizentvkenya,Mention
DjibrilJuma,@dralfredmutua,Mention
vic_tumitumi,@railaodinga,Mention
vic_tumitumi,@citizentvkenya,Mention
bbg_Nancy,@jonngc,Mention
ItsMartinChege,@railaodinga,Mention
ItsMartinChege,@citizentvkenya,Mention
tembeakenyaa,@_kibetclinton,Mention
tembeakenyaa,@levis_254,Mention
Jonngc,@_kibetclinton,Mention
Jonngc,@williamsruto,Mention
MkulimaBm,@jonngc,Mention
youngkayla2000,@_kibetclinton,Mention
Felix_Serem,@railaodinga,Mention
Felix_Serem,@citizentvkenya,Mention
Murimi_Mwai01,@nationafrica,Mention
Murimi_Mwai01,@railaodinga,Mention
Murimi_Mwai01,@dci_kenya,Mention
MwaurahDrax,@citizentvkenya,Mention
Alex_Ogada,@williamsruto,Mention
Kapengurian,@railaodinga,Mention
Kapengurian,@citizentvkenya,Mention
AaronMutai5,@citizentvkenya,Mention
lastiebonnie,@railaodinga,Mention
lastiebonnie,@citizentvkenya,Mention
DesmondTowett,@railaodinga,Mention
DesmondTowett,@citizentvkenya,Mention
Rotichk,@citizentvkenya,Mention
IsaacKorir_kim,@nationafrica,Mention
IsaacKorir_kim,@dci_kenya,Mention
Abdiqadir_H_A,@westsevenn,Mention
alex_njuguna17,@williamsruto,Mention
alex_njuguna17,@railaodinga,Mention
alex_njuguna17,@citizentvkenya,Mention
SoliteiK,@railaodinga,Mention
SoliteiK,@citizentvkenya,Mention
OtengoWelling1,@citizentvkenya,Mention
OtengoWelling1,@nationafrica,Mention
OtengoWelling1,@dci_kenya,Mention
Gandalf_vih,@gandalf_vih,Mention
Rotichk,@nationafrica,Mention
Rotichk,@dci_kenya,Mention
Ronoh_1J,@railaodinga,Mention
Ronoh_1J,@citizentvkenya,Mention
Ochibono,@williamsruto,Mention
Ochibono,@railaodinga,Mention
Ochibono,@citizentvkenya,Mention
KimAaron2020,@nationafrica,Mention
KimAaron2020,@williamsruto,Mention
KimAaron2020,@railaodinga,Mention
KimAaron2020,@dci_kenya,Mention
Fling_Guss,@nationafrica,Mention
Fling_Guss,@williamsruto,Mention
Fling_Guss,@railaodinga,Mention
Fling_Guss,@dci_kenya,Mention
kelvin_mwebia,@citizentvkenya,Mention
Berlin29Ke,@citizentvkenya,Mention
DonJay_07,@williamsruto,Mention
DonJay_07,@railaodinga,Mention
DonJay_07,@citizentvkenya,Mention
SelinaTeyie,@dennoh_kelly,Mention
SelinaTeyie,@westsevenn,Mention
SelinaTeyie,@jonngc,Mention
SelinaTeyie,@luciann254,Mention
Robaa82,@citizentvkenya,Mention
chumba_1801,@williamsruto,Mention
chumba_1801,@railaodinga,Mention
chumba_1801,@citizentvkenya,Mention
